!	1100
11,7	0110110100
11,81	0000000000000000
11,85	0110110100
11,880	0000000000000000
11,9	0110110100
11,99	0000000000000000
11.188	0000000000000000
11.200	0110110101
11.400	0110110101
11.62	0000000000000000
110	0110110100
110,01	0000000000000000
110,22	0000000000000000
110,25	0000000000000000
110,53	0000000000000000
111	0110110110
111,4	0110110101
111,42	0000000000000000
111,503	0000000000000000
111,72	0000000000000000
112,17	0000000000000000
112,24	0000000000000000
112,27	0000000000000000
113	0110110110
113,15	0000000000000000
114	0110110110
114,08	0000000000000000
114,20	0000000000000000
114,35	0000000000000000
115	0110110100
115,1	0110110101
115,24	0000000000000000
115,72	0000000000000000
116	0110110110
116,80	0000000000000000
116,90	0000000000000000
117	0110110110
117,15	0000000000000000
117,27	0110110101
117,36	0000000000000000
117,40	0000000000000000
117,82	0000000000000000
117,96	0000000000000000
118	0110110110
118,6	0000000000000000
118,92	0000000000000000
119	0110110110
119,26	0000000000000000
119,27	0000000000000000
119,37	0000000000000000
119,48	001111101011
119,52	0000000000000000
119,53	0000000000000000
119,55	0000000000000000
119,58	0000000000000000
119,65	0000000000000000
119,78	0000000000000000
12	0110110111110
12,0	0000000000000000
12,02	0000000000000000
12,020	0000000000000000
12,07	0110110100
12,12	0110110100
12,2	0110110100
12,20	0110110100
12,3	0110110100
12,33	0110110100
12,375	0110111010110
12,4	0110110101
12,5	0110110100
12,50	0110110100
12,52	0110110100
12,54	0110110100
12,55	0110110100
12,7	0110110100
12,75	0110110100
12,8	0110110100
12,82	0110110100
12,83	0110110100
12,9	0110110100
12,945	0000000000000000
12,948	0000000000000000
12,970	0000000000000000
12,977	0000000000000000
12,98	0110110100
12.900	0110110101
12.950	0110110101
12.990.000	0000000000000000
120	0110110101
120.376.500	0000000000000000
1200	0110110101
121	0110110110
121,32	0000000000000000
121,36	0000000000000000
121,440	0000000000000000
121,52	0000000000000000
121,606	0000000000000000
121,61	0000000000000000
121,80	0000000000000000
121,898	0000000000000000
122	0110110110
122.526.500	0000000000000000
123	0110110101
123,28	0000000000000000
123,3	0110110100
123,40	0000000000000000
123,458	0000000000000000
123,7	0000000000000000
123,817	0000000000000000
123,9	0000000000000000
124	0110110110
124.450	0000000000000000
125	0110110101
125,257	0000000000000000
125,71	0000000000000000
125,94	0000000000000000
126	0110110110
126,06	0000000000000000
126,82	0000000000000000
127	0110110110
127,2	0000000000000000
127,528	0000000000000000
128	0110110110
128,575	0000000000000000
129	0110110110
129,7	0000000000000000
129,934	0000000000000000
13	0110110111110
13,04	0110110100
13,1	0110110100
13,125	0110110100
13,142	0000000000000000
13,150	0000000000000000
13,2	0110110100
13,308	0000000000000000
13,334	0000000000000000
13,395	0000000000000000
13,4	0110110100
13,41	0000000000000000
13,412	0000000000000000
13,43	0000000000000000
13,48	0110110100
13,5	0110110100
13,526,63	0000000000000000
13,535	0000000000000000
13,540	0000000000000000
13,55	0110110100
13,56	0110110100
13,590	0000000000000000
13,593	0000000000000000
13,596	0110110110
13,6	0110110100
13,638	0000000000000000
13,7	0110110100
13,71	0000000000000000
13,77	0000000000000000
13,8	0110110100
13,83	0000000000000000
13,836	0000000000000000
13,845	0000000000000000
13,9	0110110100
13,91	0000000000000000
13,99	0110110101
13.393	0000000000000000
13.59	0110110010101
130	0110110101
130,23	0000000000000000
130,5	0110110101
131	0110110110
131,44	0000000000000000
131,5	0000000000000000
132	0110110110
132,1	0000000000000000
132,2	0000000000000000
133	0110110110
134	0110110110
134,627	0000000000000000
135	0110110101
135,1	0000000000000000
135,2	0011010
136	0110110110
136,14	0000000000000000
137,461	0000000000000000
139,07	0000000000000000
139,13	0000000000000000
14	0110110111110
14,0	0110110100
14,1	0110110100
14,18	0110110100
14,2	0110110100
14,25	0110110100
14,3	0110110100
14,32	0000000000000000
14,323	0000000000000000
14,326	0000000000000000
14,348	0110110101
14,36	0110110101
14,39	0000000000000000
14,4	0110110100
14,40	0000000000000000
14,440	0000000000000000
14,462	0000000000000000
14,49	01101100111010
14,5	0110110100
14,52	0000000000000000
14,54	0110110100
14,572	0000000000000000
14,6	0110110100
14,618	0000000000000000
14,64	0000000000000000
14,65	0110110100
14,657	0000000000000000
14,677	0000000000000000
14,7	0110110100
14,736	0110110101
14,742	0000000000000000
14,796	0000000000000000
14,8	0110110101
14,80	0000000000000000
14,899	0000000000000000
14.000	0110110101
14.05	0000010110
14.3	0000000000000000
14.45	0000010110
14.9	0000000000000000
140	0110110101
140.000	0110110101
141	0110110110
141,5	0110110101
141,9	0000000000000000
141.000	0000000000000000
143	0110110110
143,09	0000000000000000
144	0110110100
144,88	0000000000000000
144.077	0000000000000000
1440	0110110101
145	0110110110
146	0110110110
146,30	0000000000000000
1460-an	0000000000000000
147,2	0000000000000000
148	0110110110
148,79	0000000000000000
15	01101101110
15,0	0110110100
15,01	0000000000000000
15,08	0110110100
15,1	0110110100
15,18	0110110100
15,2	0110110100
15,22	0000000000000000
15,3	0110110100
15,32	0110110100
15,4	0110110100
15,5	0110110100
15,6	0110110100
15,602	0000000000000000
15,7	0110110100
15,730	0000000000000000
15,8	0110110100
15,82	0000000000000000
15,826	0000000000000000
15,84	0000000000000000
15,86	0110110100
15,888	0000000000000000
15,9	0110110101
15,92	0110110100
15,96	0110110100
15,97	0110110100
15.000	0110110101
15.9	0000000000000000
150	0110110101
151,21	0000000000000000
152	0110110110
152,74	0000000000000000
153,68	0000000000000000
154	0110110110
154,19	0000000000000000
154,66	0000000000000000
154,75	0000000000000000
154,96	0000000000000000
155,00	0000000000000000
155,51	0000000000000000
155,62	0000000000000000
156,52	0000000000000000
156,91	0000000000000000
157,06	0000000000000000
157,08	0000000000000000
157,41	0000000000000000
157,50	0000000000000000
157.392.500	0000000000000000
158	0110110110
158,4	0000000000000000
158,45	0000000000000000
158,71	0110110101
159	0110110110
16	0110110111110
16,1	0110110100
16,16	0110110100
16,17	0110011111111110
16,2	0110110100
16,212	0000000000000000
16,247	0000000000000000
16,3	0110110100
16,32	0000000000000000
16,4	0110110100
16,41	0000000000000000
16,45	0110110100
16,46	0000000000000000
16,5	0110110100
16,6	0110110100
16,66	0110110101
16,67	0110110100
16,697	0000000000000000
16,7	0110110100
16,73	0000000000000000
16,8	0110110100
16,81	0000000000000000
16,84	0000000000000000
16,9	0110110100
16,91	0000000000000000
16.066	0000000000000000
16.20	0000010110
16.268	0000000000000000
16.6	0110110100
160	0110110100
160,50	0000000000000000
160,93	0000000000000000
160.000	0110110101
1605	001111101101
161,03	0000000000000000
161.044,2	0000000000000000
162	0110110110
162,21	0000000000000000
162,43	0000000000000000
162,51	0000000000000000
162,55	0000000000000000
162,64	0000000000000000
163	0110110110
163,30	0000000000000000
163,55	0000000000000000
164	0110110110
164,29	0000000000000000
164,97	0000000000000000
165	0110110100
165,7	0000000000000000
166	0110110110
166,05	0000000000000000
168	0110110101
168,10	0000000000000000
168,48	0000000000000000
168.43	0000000000000000
169,02	0000000000000000
169,343	0000000000000000
169.886	0000000000000000
17	0110110111110
17,0	0110110100
17,00	0000010110
17,03	0110110101
17,08	0000000000000000
17,1	0110110100
17,11	0110110100
17,23	0000000000000000
17,3	0110110100
17,30	0110110100
17,33	0110110100
17,4	0110110100
17,50	0110110100
17,59	0110110100
17,6	0110110100
17,66	0000000000000000
17,77	0000000000000000
17,9	0110110101
17,91	0000000000000000
17,93	0000000000000000
17,98	0000000000000000
17.00	0000010110
17.061	0000000000000000
17.361	0000000000000000
17.5	0000000000000000
17.500	0110110101
17.78	0000000000000000
17.980	0000000000000000
170	0110110100
170,45	0000000000000000
171	0110110110
172	0110110101
172,90	0000000000000000
173,3	0110110101
1737	0000000000000000
174,873	0000000000000000
174.827	0000000000000000
175	0110110101
175,443	0000000000000000
175,6	0000000000000000
175,63	0000000000000000
175,94	0000000000000000
176	0110110101
176,6	0110110101
177,18	0000000000000000
177,472	0000000000000000
177,633	0000000000000000
178	0110110101
179	0110110110
179.603	0000000000000000
18	0110110111110
18,02	0000000000000000
18,1	0110110100
18,10	0110110100
18,14	011111011101101
18,18	0110110101
18,19	0110110100
18,2	0110110100
18,3	0110110100
18,30	0000000000000000
18,42	0110110100
18,75	0000000000000000
18,8	0110110100
18,9	0110110101
18,95	0000000000000000
18.065	0000000000000000
18.649	0000000000000000
180	0110110101
180.000	0110110101
182	0110110110
183,9	0110110100
184,187	0000000000000000
184,282	0000000000000000
184,58	0000000000000000
185.915.500	0000000000000000
186	0110110110
186,38	0000000000000000
186,91	0000000000000000
187,56	0000000000000000
188,3	0000000000000000
188,32	0000000000000000
189	0110110110
189,25	0000000000000000
189,4	0000000000000000
189,7	0110110101
1895	0110101010
19	0110110111110
19,0	0110110100
19,00	0000000000000000
19,1	0110110100
19,11	0110110100
19,17	0000000000000000
19,2	0110110100
19,26	0000000000000000
19,3	0110110100
19,4	0110110100
19,5	0110110100
19,50	0000000000000000
19,6	0110110100
19,65	0110110100
19,69	0110110100
19,7	0110110101
19,76	0000000000000000
19,8	0110110100
19,86	0110110100
19,974	0000000000000000
19.99	0000000000000000
190	0110110101
1908	0110101010
191	0110110110
191,82	0000000000000000
1911	0110101011
1920	0110101010
193	0110110110
194	0110110100
194,3	0000000000000000
195	0110110101
1950	0110101010
1953	0110101010
1955	0110101010
1956	0110101010
1958	0110101010
1959	0110101010
196	0110110101
196,5	0000000000000000
1960	0110101010
1961	0110101010
1964	0110101010
1966	0110101010
1967	0110101010
197.320	0000000000000000
1970	0110101010
1970-an	0000000000000000
1970an	0110000101110
1971	0110101010
1972	0110101010
1976	0110101010
1979	0110101010
198	0110110110
198,7	0000000000000000
198,75	0000000000000000
1980	0110101010
1980-an	0000000000000000
1981	0110101010
1982	0110101010
1983	0110101010
1984	0110101010
1985	0110101010
1986	0110101010
1987	0110101010
1988	0110101010
1989	0110101010
199,78	0000000000000000
1990	0110101010
1990-an	0000000000000000
1991	0110101010
1992	0110101010
1993	0110101010
1994	0110101010
1995	0110101010
1996	0110101010
1997	0110101010
1998	0110101010
1999	0110101010
1R1	0000000000000000
1R2	0000000000000000
1x	0110111111110
2	011011011110
2,0	0110110100
2,00	0110110100
2,009	0000000000000000
2,01	0110110100
2,02	0110110100
2,020	0000000000000000
2,035	0000000000000000
2,05	0110110100
2,07	0110110100
2,075	0110110101
2,08	0110110100
2,099	01100101010111
2,1	0110110101
2,10	0110110100
2,105	0000000000000000
2,11	0110110100
2,13	0110110100
2,148	0000000000000000
2,15	0110110100
2,16	0110110100
2,163	0000000000000000
2,18	0110110100
2,19	0110110100
2,2	0110110101
2,23	0110110100
2,24	0110110100
2,25	0110110101
2,3	0110110101
2,30	0110110100
2,342	0000000000000000
2,35	0110110100
2,355	0000000000000000
2,39	0110110100
2,4	0110110101
2,40	0110110101
2,41	0110110100
2,44	0110110100
2,48	0110110100
2,5	0110110100
2,50	0110110100
2,51	0110110100
2,53	0110110100
2,54	0110110100
2,6	0110110101
2,62	0110110100
2,624	0000000000000000
2,628	0110110100
2,63	0110110100
2,65	0110110100
2,67	0110110100
2,68	0110110100
2,69	0110110101
2,7	0110110101
2,73	0110110100
2,75	0110110100
2,76	0110110100
2,8	0110110101
2,81	0110110100
2,83	0110110100
2,86	0110110100
2,888	0000000000000000
2,89	0110110100
2,9	0110110101
2,91	0110110100
2,956	0000000000000000
2,993	0000000000000000
2.000	0110110101
2.000.000	0110110101
2.000.001	0000000000000000
2.025	0110110101
2.05	0000000000000000
2.092,7	0000000000000000
2.1	011011011110
2.100	0110110101
2.100.646	0000000000000000
2.102,928	0000000000000000
2.125	0110110101
2.177	011111011111110
2.184	0110110110
2.300	0110110101
2.325	0110110101
2.34	0110110100
2.343	01101100111011
2.355	0110110010101
2.4	0110110100
2.43	0000000000000000
2.5	0110110100
2.518,33	0000000000000000
2.540	0110110101
2.618.080	0000000000000000
2.7	0000000000000000
2.700	0110110101
2.9	0110110101
2.901,3	0000000000000000
20	01101101110
20,00	0000000000000000
20,1	0110110101
20,184	0000000000000000
20,2	0110110100
20,3	0110110101
20,4	0110110100
20,43	0110110100
20,5	0110110100
20,58	0000000000000000
20,7	0110110101
20,72	0110110100
20,75	0110110100
20,78	0110110100
20,8	0110110100
20,9	0110110100
20.000	0110110101
200	0110110101
200,8	0000000000000000
200,93	0000000000000000
200.000	0110110101
200.662	0000000000000000
2000	0110101010
2001	0110101011
2002	0110101011
2003	0110101011
2004	0110101010
2005	0110101011
20050,78	0000000000000000
2006	0110101011
2007	0110101010
2008	0110101010
2008052801	0000000000000000
2009	0110101010
2010	0110101010
2011	0110101010
2012	0110101010
2013	0110101010
2014	0110101010
2015	0110101010
2017	0110101010
2018	0110101010
2019	001111011101
202	0110110110
202,477	0000000000000000
2020	0110101010
2022	001101111
2023	0110101010
2025	0110101010
2027	001110111110
2028	0110101010
203,62	0000000000000000
203,7	0110110101
2037	001101111
2038	0110111010110
204	0110110110
205	0110110101
206,6	0000000000000000
207,88	0000000000000000
208	0110110110
208,06	0000000000000000
208,1	0000000000000000
208,34	0000000000000000
209,53	0000000000000000
209,801	0000000000000000
21	0110110111110
21,01	0000000000000000
21,04	0000000000000000
21,19	0000000000000000
21,2	0110110100
21,28	0110110100
21,3	0110110100
21,46	0000000000000000
21,64	0110110100
21,7	0110110100
21,79	0000000000000000
21,8	0110110100
21,83	0110110100
21,96	0110110100
21.134	0000000000000000
21.267,0	0000000000000000
21.500	0110110101
210	0110110101
212	0110110110
213	0110110110
214	0110110110
215,16	0000000000000000
217	0110110110
217,3	0000000000000000
218	0110110110
219,4	0110110101
22	0110110111111
22,04	0000000000000000
22,2	0110110100
22,28	0110110100
22,4	0110110100
22,5	0110110100
22,61	0000000000000000
22,64	0110110100
22,7	0110110100
22,8	0110110100
22,9	0110110101
22.688	0000000000000000
220	0110110101
223	0110110110
224	0110110110
225	0110110101
227,2	0000000000000000
227,8	0000000000000000
227,88	0000000000000000
228,17	0000000000000000
229	0110110110
229.9	0000000000000000
23	0110110111111
23,057	0000000000000000
23,18	0000000000000000
23,190	0000000000000000
23,2	0110110100
23,3	0110110100
23,32	0110110100
23,37	0000000000000000
23,4	0110110100
23,46	0110110100
23,51	0110110100
23,53	0110110101
23,60	0000000000000000
23,64	0110110100
23,7	0110110100
23,72	0000000000000000
23,74	0000000000000000
23,807	0000000000000000
23,879	0000000000000000
23,9	0110110100
23.100	0110110101
233,08	0000000000000000
234	0110110110
234,41	0000000000000000
239	0110110110
24	0110110111111
24,174	0000000000000000
24,176	0000000000000000
24,18	0110110100
24,2	0110110100
24,23	0000000000000000
24,3	0110110100
24,4	0110110101
24,41	01101101110
24,43	0110110100
24,49	0110110100
24,54	0110110100
24,6	0110110101
24,7	0110110100
24,8	0110110101
24,82	0000000000000000
24,9	0110110100
240	0110110101
240,72	0000000000000000
241,94	0000000000000000
246	0110110110
246,2	0110110101
246,76	0000000000000000
247	0110110110
25	01101101110
25,00	0000000000000000
25,04	0000000000000000
25,25	0110111010110
25,321	0000000000000000
25,8	0110110101
25,80	0000000000000000
25.000	0110110101
25.359.500	0000000000000000
250	0110110101
250,25	0110110100
250.000	0110110101
251	0110110110
252,3	0000000000000000
253,863	0000000000000000
254,755	0000000000000000
255	0110110101
255,1	0000000000000000
255,780	0000000000000000
257,728	0000000000000000
257.145	0000000000000000
258	0110110110
258,8	0000000000000000
258,96	0000000000000000
258.282.682	0000000000000000
259	0110110110
26	0110110111111
26,1	0110110100
26,2	0110110101
26,39	0000000000000000
26,43	0000000000000000
26,489	0000000000000000
26,541	0000000000000000
26,74	0000000000000000
26,75	0000000000000000
26,8	0110110101
26,9	0110110100
26,95	0110110101
260	0110110101
260,433	0000000000000000
261,86	0000000000000000
261.698,3	0000000000000000
262	0110110110
263,380	0000000000000000
263.956	0000000000000000
265	0110110101
2650	0110110101
266,8	0000000000000000
267,244	0000000000000000
267,9	0000000000000000
269	0110110110
27	0110110111111
27,254	0000000000000000
27,3	0110110101
27,37	0000000000000000
27,4	0110110101
27,49	0110110101
27,5	0110110101
27,6	0110110100
27,711	0000000000000000
27,8	0110110100
27,9	0110110100
27.128	0000000000000000
27.460.420	0000000000000000
270	0110110101
271,409	0000000000000000
271,8	0000000000000000
272,58	0000000000000000
273,857	0000000000000000
274,8	0000000000000000
275	0110110101
275,405	0000000000000000
278	0110110110
278,60	0000000000000000
28	0110110111111
28,01	0000000000000000
28,02	0000000000000000
28,044	0000000000000000
28,25	00111011011
28,39	0110110100
28,6	0110110100
28,7	0110110100
28,91	0000000000000000
280	0110110101
280.731.333	0000000000000000
282,8	0000000000000000
284,257	0000000000000000
286,39	0000000000000000
288,1	0000000000000000
288,4	0000000000000000
289	0110110110
29	0110110111111
29,02	0110110100
29,1	0110110101
29,140	0000000000000000
29,149	0110110101
29,2	0110110100
29,3	0110110100
29,35	0110110100
29,40	0110110100
29,43	0000000000000000
29,5	0110110100
29,6	0110110101
29,61	0000000000000000
29,88	0110110101
290	0110110110
290,9	0000000000000000
290.956	0000000000000000
292,16	0000000000000000
292,6	0000000000000000
2941	0000000000000000
2942	0000000000000000
295	0110110110
295,3	0000000000000000
295,6	0000000000000000
2953	0000000000000000
2955	0000000000000000
296,82	0000000000000000
297,5	0110110101
2972	0110110110
2994	0000000000000000
2x100	0000000000000000
2x30MW	0000000000000000
3	011011011110
3,0	0110110100
3,004	0000000000000000
3,013	0000000000000000
3,017	0000000000000000
3,043	0000000000000000
3,05	0110110100
3,057	0000000000000000
3,06	0110110100
3,063	0000000000000000
3,065	0000000000000000
3,07	0110110100
3,09	0110110101
3,1	0110110101
3,11	0110110100
3,12	0110110100
3,157	0000000000000000
3,16	0110110101
3,17	0110110100
3,18	0110110101
3,2	0110110101
3,208	0000000000000000
3,23	0110110100
3,28	0110110100
3,283	0000000000000000
3,3	0110110101
3,33	0110110100
3,4	0110110101
3,47	0110110100
3,5	0110110100
3,50	011011011110
3,52	0110110100
3,54	0110110100
3,55	0110110100
3,564	0000000000000000
3,58	0110110100
3,6	0110110101
3,62	0110110101
3,665	0000000000000000
3,67	0110110100
3,7	0110110100
3,70	0000000000000000
3,73	0110110100
3,734	0110110100
3,78	0110110100
3,79	0110110100
3,8	0110110100
3,83	0110110100
3,87	0110110100
3,89	0110110100
3,9	0110110100
3,90	0110110100
3,92	0110110100
3,93	0110110100
3,96	0110110100
3.055.327	0000000000000000
3.157,5	0000000000000000
3.200	0110110101
3.204,4	0000000000000000
3.234	0000000000000000
3.262	0000000000000000
3.267	0000000000000000
3.274	0000000000000000
3.340	011001111110100
3.400	0110110101
3.500	0110110101
3.531	0000000000000000
3.594	0110110011110
3.645	0000000000000000
3.706,2	0000000000000000
3.725	0110110101
3.761,412	0000000000000000
3.796	0000000000000000
3.804,154	0000000000000000
3.807.985	0000000000000000
3.808	0000000000000000
3.9	0000000000000000
3.902	0000000000000000
3.993	0000000000000000
30	01101101110
30,1	0110110100
30,4	0110110100
30,5	0110110100
30,6	0110110101
30,67	0000000000000000
30,7	0110110100
30,721	0000000000000000
30,8	0110110100
30,84	0000000000000000
30,848	0000000000000000
300	0110110101
302,22	0000000000000000
303,205	0000000000000000
31	0110110111111
31,0	0000000000000000
31,01	0000000000000000
31,14	0000000000000000
31,2	0110110100
31,24	0110110100
31,26	0110110101
31,275	0000000000000000
31,4	0110110100
31,571	0000000000000000
31,6	0110110100
31.260	0000000000000000
31.626.500	0000000000000000
31.735	0000000000000000
310	0110110110
310,1	0000000000000000
314,04	0000000000000000
314,3	0110110101
315,467	0000000000000000
316	0110110110
318.904	0000000000000000
319	0110110110
319,79	0000000000000000
32	0110110110
32,1	0110110100
32,121	0000000000000000
32,15	0110110100
32,4	0110110100
32,6	0110110100
32,71	0000000000000000
32,93	0110110100
32,99	0000000000000000
32.173	0000000000000000
32.200	001111011101
32.567	0000000000000000
320	0110110101
320,56	0000000000000000
321.268	0000000000000000
322	0110110110
322,127	0000000000000000
323	0110110110
324,186	0000000000000000
325	0110110101
326,07	0000000000000000
326,54	0000000000000000
327	0110110110
33	0110110110
33,0	0000000000000000
33,00	0000000000000000
33,07	0110110100
33,09	0000000000000000
33,12	0110110101
33,2	0110110100
33,65	0000000000000000
33,7	0110110100
33,8	0110110100
33.232	0000000000000000
33.482.500	0000000000000000
330	0110110101
3313	0000000000000000
3318	0110011100111
333,996	0000000000000000
3337	0000000000000000
334,08	0000000000000000
335	0110110110
336	0110110110
336,13	0000000000000000
34	0110110110
34,1	0110110100
34,11	0110110100
34,18	0110110100
34,29	0000000000000000
34,3	0110110100
34,4	0110110100
34,47	0000000000000000
34,6	0110110100
34.558.400	0000000000000000
340	0110110110
340.000	0110110101
341,70	0000000000000000
342,886	0000000000000000
342,9	0110110101
343	0110110110
343.900	0000000000000000
344	0110110101
349	0110110110
349.489	0000000000000000
35	0110110100
35,1	0110110100
35,10	0110110101
35,2	0110110100
35,30	0000000000000000
35,4	0110110101
35,5	0110110100
35,6	0110110100
35,61	0000000000000000
35,65	0110110101
35,66	0000000000000000
35.000	0110110101
350	0110110101
